"","id","Estimate.TreatmentEcN","Std. Error.TreatmentEcN","t value.TreatmentEcN","Pr(>|t|).TreatmentEcN","Estimate.Day_of_study_factorDay_43","Std. Error.Day_of_study_factorDay_43","t value.Day_of_study_factorDay_43","Pr(>|t|).Day_of_study_factorDay_43","Estimate.Day_of_study_factorDay_59","Std. Error.Day_of_study_factorDay_59","t value.Day_of_study_factorDay_59","Pr(>|t|).Day_of_study_factorDay_59","Estimate.Day_of_study_factorDay_69","Std. Error.Day_of_study_factorDay_69","t value.Day_of_study_factorDay_69","Pr(>|t|).Day_of_study_factorDay_69","Estimate.department_pre_weaningd2","Std. Error.department_pre_weaningd2","t value.department_pre_weaningd2","Pr(>|t|).department_pre_weaningd2","Estimate.department_pre_weaningd6","Std. Error.department_pre_weaningd6","t value.department_pre_weaningd6","Pr(>|t|).department_pre_weaningd6","Estimate.department_pre_weaningd7","Std. Error.department_pre_weaningd7","t value.department_pre_weaningd7","Pr(>|t|).department_pre_weaningd7","pval.adjust.TreatmentEcN","pval.adjust.Day_of_study_factorDay_43","pval.adjust.Day_of_study_factorDay_59","pval.adjust.Day_of_study_factorDay_69","pval.adjust.department_pre_weaningd2","pval.adjust.department_pre_weaningd6","pval.adjust.department_pre_weaningd7"
"38","k__813809135",0.182402423052982,0.105472581667563,1.72938236809157,0.0875155997483531,-0.241701329142749,0.11988488798389,-2.0161117319076,0.0470729557557212,-0.753397764194672,0.179152605618962,-4.20534081316722,6.63055394253723e-05,-0.833262872862888,0.174821252134135,-4.76637057961093,8.04773844052871e-06,0.156400687943622,0.146006964109288,1.07118649372474,0.287238320307598,-0.111274775723716,0.154940508867995,-0.718177425236927,0.474695690734852,0.181578412966239,0.148273285090162,1.22461988250833,0.224236138562322,0.327981684478844,0.110685058128317,0.00062456629074842,6.36502949387271e-05,0.531696465250234,0.716847573266213,0.446968697117659
"39","k__813809264",-0.0220629694898614,0.12450167180253,-0.177210226741816,0.859831114036985,0.282939606073399,0.154446795437307,1.83195517441635,0.0710128839978895,0.0669916694693912,0.18698343392513,0.358275960940022,0.721164631172215,-0.0552364112058314,0.200436799292303,-0.275580189869619,0.783644469959972,-0.347699736323205,0.184888781057184,-1.88058861297629,0.0639930074610135,-0.165920523954176,0.1719784711763,-0.964774967583505,0.337823836938032,-0.0195365571700585,0.165557532243805,-0.118004641077208,0.90638614643038,0.925037811321113,0.143677230414335,0.784266536399783,0.814833858717208,0.203671771874408,0.625333485395932,0.961653594383452
"40","k__813809109",-0.0104368063228245,0.105979775780749,-0.0984792263046123,0.921792769478601,0.0435270139680413,0.126923438776518,0.342939132343256,0.732524287027761,-0.00357583920868439,0.157032328837026,-0.0227713569248249,0.981888130946638,-0.230213014599501,0.171309450853233,-1.3438430480799,0.182716059317958,-0.369568490581475,0.161100644302108,-2.29402242419609,0.0243545215122776,0.0880403978856357,0.148438427482367,0.593110553506057,0.554744045961268,0.205468947261943,0.143495594163932,1.43188331641187,0.155988534864834,0.929847513671969,0.826464828272056,0.99793343481851,0.317925943213246,0.128394653016635,0.760418359998614,0.376972292590015
"41","k__813809295",0.00874413304955282,0.0589208499551142,0.148404733743897,0.882507337237383,-0.907403482260783,0.0857734514485674,-10.5790715767675,1.7208394640918e-15,-0.839937993466192,0.119152045337976,-7.04929563805387,1.80741335391518e-09,-0.701285473306862,0.21679134511716,-3.23484073097045,0.00195755321176998,-0.409162865087305,0.0885537504350983,-4.62050294964281,1.99964034122644e-05,-0.337089530736052,0.0921954125249523,-3.6562505823684,0.000530845994933895,0.135709799285678,0.0795994708252871,1.7049083100508,0.0932424506772056,0.925037811321113,1.49713033375987e-13,1.5724496179062e-07,0.00837298308513544,0.000579895698955667,0.0115459003898122,0.300447896626551
"42","k__813809540",0.439260557025081,0.0788503436026467,5.57081347975682,5.69371379022141e-07,0.300948650525662,0.0798058723561309,3.77100884484652,0.000362706832935383,-0.102353276235365,0.123451001318298,-0.829100413462538,0.410196164358178,-0.20771699602032,0.140490522042562,-1.47851252170158,0.144282297660561,-0.300978878761394,0.10666057130826,-2.82183823947027,0.00639035141711309,-0.261045153508427,0.121291064170011,-2.15222081935504,0.0352410130725673,-0.00484619606154078,0.111136602716708,-0.0436057603262709,0.965357379624951,2.47676549874632e-05,0.00210369963102522,0.528157943917699,0.261511664509766,0.0926600955481398,0.180351066900786,0.976582465434544
"43","k__813809289",0.213301713924814,0.0965115611204252,2.21011567369281,0.0296977992983037,0.100805647412916,0.117915545981399,0.854897007633051,0.394934997916499,0.100052342298107,0.140631404351133,0.711450922073516,0.478690874387161,-0.0937075384607676,0.148529788802213,-0.630900637619243,0.529744444607904,-0.182284055516461,0.138661892703779,-1.31459373561178,0.192070208618788,0.0283936454919766,0.130704690677849,0.21723509190622,0.828529168596245,-0.0401103530779149,0.132870025080477,-0.301876612528828,0.763460033131036,0.187045748630757,0.528605304903622,0.578418139884486,0.649123474378699,0.400670704936029,0.912430856555358,0.897581390302705
"44","k__813809650",0.0984680344442865,0.124218720722749,0.792698828899251,0.43068941929263,0.944360727470962,0.172227786400375,5.48320771699187,6.52050239633684e-07,0.700216326335537,0.197105245973883,3.55249969566165,0.000695758930040992,1.00737118505189,0.184503471675471,5.45990368584386,7.14500141121124e-07,0.0723232448511556,0.165079108636602,0.438112644588874,0.662682700407513,-0.227276709368757,0.180205155870506,-1.26121091414319,0.211509943197918,-0.123409994053443,0.161105734670751,-0.766018629353288,0.446296057971881,0.680943474553,9.45472847468842e-06,0.00318584352176665,6.9068346975042e-06,0.770810586570098,0.495023540582506,0.666673887330448
"45","k__813809263",-0.157877320440772,0.0953993489680314,-1.65490983060773,0.102278216849842,-0.190971801950459,0.118198517909043,-1.61568694200901,0.110518144887305,0.203733595053513,0.133103096320849,1.5306450464714,0.130221494988762,-0.160140379271603,0.147083161175129,-1.08877439125018,0.279869675484471,0.141720590510898,0.138771548790035,1.02125105431607,0.310540935009777,0.000774183602516832,0.14210401584658,0.00544800650357882,0.995668147147983,0.416713804510407,0.133194909515258,3.12860158114878,0.00253211026929012,0.327981684478844,0.196226093983582,0.251761556978273,0.434797531556232,0.562855444705221,0.995668147147983,0.037391252877588
"46","k__813809267",-0.178090574574404,0.108003168600146,-1.64893842359143,0.10344985094632,0.359060604742656,0.131074470055552,2.73936339083027,0.00772865675013056,0.317906320969595,0.155768671520903,2.04088741250472,0.0448717847687389,-0.345477004049857,0.189131965879258,-1.8266452338914,0.071834055070593,-0.34894818578274,0.161099796318084,-2.16603741133079,0.0335686641562205,-0.117672409658321,0.154453404714686,-0.761863488057716,0.448591573150462,0.161131845257038,0.145293292825154,1.10901089874082,0.271059219893554,0.327981684478844,0.0305633244209708,0.108440146524452,0.15623906977854,0.146023689079559,0.709590306619822,0.49351017781505
"47","k__813809304",-0.243552513884287,0.0950542693503565,-2.5622469726908,0.012203109688779,0.206544488932972,0.123369814182326,1.67418983567345,0.0978518313649147,0.0664785779775305,0.140261481132428,0.473961756576381,0.636769647352005,-0.114610912412073,0.146874520748403,-0.780332162638353,0.437411626156842,-0.194106786649994,0.133260026227707,-1.45660174430939,0.148993084906385,-0.0164222688242873,0.132381467719459,-0.124052626906125,0.901573066475517,0.189407958611424,0.12457017096763,1.5204920820141,0.132181875541302,0.142252161354036,0.183114616646429,0.728933675258216,0.623849368453201,0.363716865266297,0.956547033943537,0.338230093296862
"48","k__813809484",0.219452976305641,0.159083568669955,1.37948235723158,0.171528804235805,0.221453225847683,0.188090021277505,1.17737891858151,0.242479633021502,-0.139900794167268,0.242842325979491,-0.576097241710178,0.566140905039928,-0.0136929923308675,0.235197574941831,-0.0582191050832645,0.953716964207541,-0.0298974643280959,0.221320090790894,-0.135086987454489,0.89287699611267,0.117245188582214,0.224079227451431,0.523230956816943,0.602236782279029,0.17581072057877,0.232697340991754,0.755533861407553,0.452112176465476,0.466343936516094,0.357554713099503,0.656723449846317,0.964806696349489,0.98624903139915,0.770508824386405,0.666673887330448
"49","k__813809282",0.156884315921105,0.138029421987892,1.13660054256307,0.258876624135423,-0.0133017575717133,0.166370516673833,-0.0799526132252824,0.936461534721878,-0.187361433194693,0.202439468679597,-0.925518301429806,0.357297811252876,-0.381149556911758,0.216775365559197,-1.7582696997352,0.082275250593174,-0.00364481726003789,0.21085919185192,-0.0172855507413569,0.98624903139915,0.230438703431135,0.198295463687684,1.16209770584605,0.248425061148152,0.327969425193252,0.191569391853233,1.71201370960408,0.0905142545953122,0.513681633961467,0.947350622334923,0.518081826316669,0.166218242534777,0.98624903139915,0.52004509573239,0.300447896626551
"50","k__813809288",0.082926457295622,0.147900918399472,0.560689265442167,0.576466932481165,-0.605643697574655,0.179655976466533,-3.37113025398003,0.0011230885977092,-0.510896930494265,0.211679627317801,-2.41353850140354,0.0179203517193304,-0.719042624287475,0.238182221202563,-3.01887613885321,0.0033383651114901,0.15672717733459,0.229017963190255,0.684344473033281,0.495597322256653,0.367689762178181,0.213072048917324,1.72565929715564,0.0879993827523751,0.550372476992973,0.204679436071712,2.68894857029088,0.0086069440768107,0.771578817320944,0.00574757105886473,0.0487209562369294,0.0116175105879855,0.663337954405059,0.3158697703025,0.0764953418127863
"51","k__813809435",0.153893743173896,0.129220534157622,1.19093876354185,0.237370246446869,0.270933821955943,0.13361555029032,2.0277117548613,0.0460821756826418,-0.184215119491662,0.241575715424055,-0.762556448061415,0.448079556320435,-0.257585097593474,0.391955896027142,-0.657178780072839,0.513043946257977,-0.283712834244205,0.173423145851253,-1.63595714315752,0.105968282043933,-0.0852283455269907,0.169975689290807,-0.501414913406679,0.617523139684446,-0.290820135111205,0.18248876174479,-1.59363312201064,0.115153593470142,0.513681633961467,0.110685058128317,0.556898877141112,0.649123474378699,0.288101266806944,0.778616132645605,0.313959822412737
"52","k__813809286",0.133528763837168,0.104331687733473,1.27984859382589,0.204479417238138,0.508723873682606,0.13547468298088,3.75512134436516,0.000336607048095531,0.125891128967067,0.161378175602276,0.780100087866472,0.437747286920367,-0.342522143060836,0.189098944455936,-1.81133820734071,0.0740273201165183,-0.281628011865009,0.153972512046508,-1.82907980211392,0.0712981263735623,-0.283258382586953,0.149873400186735,-1.88998436169479,0.0625612177035203,0.15801212936194,0.134197591999722,1.17745875322612,0.242675284589604,0.468150244729421,0.00209177237030795,0.551942231334375,0.157082362198466,0.210993715168339,0.25918218762887,0.464290374912534
"53","k__813809413",-0.10944657397507,0.130175723333012,-0.840760252163812,0.403456088031793,-0.334692180893668,0.12717006085039,-2.63184729688397,0.0105185080823251,-0.550196916273928,0.546723071023057,-1.00635393937989,0.317845806950808,1.78448795213249,0.234515474266514,7.60925460340634,1.18084640487336e-10,0.24397965088572,0.175358220260875,1.39132143633049,0.168704980801399,-0.10890003077154,0.199126096724321,-0.546889797786306,0.586261187568586,0.0164552977169521,0.179741128073379,0.0915499857674992,0.927327231587631,0.675013070360885,0.03500802558743,0.476768710426212,2.56834093059956e-09,0.386245613940045,0.770508824386405,0.964710371714202
"54","k__813809128",0.2651142168372,0.099878150428742,2.65437651477483,0.00969881412475626,-0.271229675406514,0.112276952845689,-2.41571995438179,0.0181413091905725,-0.541348130344564,0.163660524887778,-3.30775017809436,0.00144666236023854,-0.941430535694406,0.1736640968966,-5.42098541101986,6.93775395412775e-07,-0.0826652213801577,0.153877389424134,-0.537214867561253,0.592711076572509,0.254276047801843,0.14673089001599,1.7329414942834,0.0872201792968018,0.198057981148993,0.140514429393347,1.40952058805692,0.162818579948923,0.140632804808966,0.0478270878660547,0.00547215762351101,6.9068346975042e-06,0.73665519516869,0.3158697703025,0.382843687988009
"55","k__813809527",0.029291324676404,0.1352348123577,0.216596038887736,0.829181760809652,0.153913825125475,0.156111294636005,0.985923699398862,0.327720027566273,-0.186841061836655,0.199735179238854,-0.935443934056408,0.352921240937944,-0.851737247837643,0.266181553205815,-3.19983574210746,0.00210266377132785,0.245741999490436,0.195222602721879,1.25877842045026,0.212481670238032,0.159240261069804,0.192505474230037,0.827198611918524,0.41106293175123,0.382109327665159,0.187201113861904,2.04117016070233,0.045178399803587,0.924856579364612,0.459083262586017,0.518081826316669,0.00837298308513544,0.421282449082818,0.687739905045327,0.206869514890109
"56","k__813809501",-0.250770900039253,0.0991628866650112,-2.52887858021317,0.0136465181092193,-0.169989802985817,0.126576498420026,-1.3429807674228,0.183519080011467,-0.104787911308483,0.122989889343739,-0.852004273421341,0.397051949852599,-0.482279352632432,0.148142422275299,-3.25551145462029,0.00173014338114518,-0.011988724854654,0.128991504112719,-0.0929419727068048,0.926209179348276,-0.188918640101554,0.139044346656403,-1.35869342871162,0.178507944370624,-0.245789487314681,0.135688324480151,-1.81142694669088,0.0742679083520086,0.142252161354036,0.295669628907364,0.523386661169335,0.00792223548208584,0.98624903139915,0.456770328242478,0.269221167776031
"57","k__813809296",0.0580896386825064,0.100219122232146,0.579626296745528,0.564017188629644,0.468890650615161,0.159915528968596,2.93211455847569,0.00453879269079912,0.114066611842463,0.171154955857025,0.666452287468375,0.507300496459605,-1.05629454503477,0.307338008789586,-3.43691478055338,0.000991393653176661,0.302004325616597,0.160048956163639,1.88694967374744,0.0632910695891804,0.404298577731067,0.143495570570226,2.81749865953671,0.00627713044017746,0.348419429800412,0.129855444354082,2.68313301404879,0.00908383567410336,0.766710865793423,0.0197437482049762,0.60459100262994,0.00539070298914809,0.203671771874408,0.0682637935369298,0.0764953418127863
"58","k__813809494",-0.401841719305104,0.190815394923012,-2.10591875706484,0.0387200272604207,0.115864179758,0.265397373019766,0.436568676018398,0.663738425072883,0.328301659690852,0.280753887229134,1.16935748577156,0.246139390766471,0.120165586998482,0.281997672835094,0.426122619347826,0.671297354489448,-0.681606217697106,0.295192712515114,-2.30902115397651,0.0238329093072111,-0.43167503835929,0.265796496132387,-1.62408099670465,0.108754988984884,-0.292592048221429,0.239612225148937,-1.22110651090344,0.226053134174448,0.222761346632113,0.759805828701853,0.389347763576054,0.758478829098468,0.128394653016635,0.350432742284625,0.446968697117659
"59","k__813809607",-0.0755031027687268,0.144915866334752,-0.521013362293377,0.604064718739127,0.92804865226951,0.23518620599895,3.94601651201284,0.000192035463727555,-0.593666661337271,0.284921126990752,-2.08361755271501,0.040989021722557,-1.36978171648087,0.573778918814995,-2.38729878628137,0.0197833398783542,0.246603542147974,0.258682873949757,0.95330447811505,0.34384153081651,0.434743493953846,0.253357161471271,1.7159313414677,0.0907671753742816,0.397941275734388,0.249555446030933,1.59460064712458,0.115479474910432,0.796267129247031,0.00128516041109979,0.101886996853213,0.0506220755710828,0.598284263620727,0.3158697703025,0.313959822412737
"60","k__813809291",-0.0171111086689143,0.136895656645314,-0.124993802493295,0.900825147518558,-0.0951093581198249,0.158186080630069,-0.601249855492949,0.549282091136213,-0.419960882566718,0.216332513551696,-1.94127491828158,0.055555781507592,-0.576046386946839,0.231278526041143,-2.49070416007565,0.0147047306048399,0.16515912586662,0.204671501019954,0.806947352433395,0.421960818334497,0.159811186912225,0.208445784769728,0.766679868766692,0.445407151727706,0.362864437886794,0.196463546578178,1.84698100083621,0.0682477048777954,0.929847513671969,0.68267917041215,0.130631161923257,0.0387670170491233,0.632941227501746,0.709590306619822,0.258154361929052
"61","k__813809757",0.0542538211588423,0.0591100248895972,0.917844667806772,0.362106139548585,0.359829468377269,0.0635658277466231,5.66073755558677,3.70962166286537e-07,0.557973135579418,0.107182674784028,5.2058146216609,2.13472858772479e-06,0.715228270912734,0.112788491212242,6.34132315474316,2.516602716157e-08,0.0400336916458794,0.0848173432388354,0.471998887458069,0.638514228163633,-0.518612364252622,0.102968205234031,-5.03662623888505,4.04071563839137e-06,0.19899876390496,0.0811830801917569,2.45123446209381,0.0169450440750082,0.640261099561243,8.06842711673218e-06,3.71442774264113e-05,3.12777766150941e-07,0.760969011647069,0.000175771130270025,0.105301345323265
"62","k__813809415",0.174138421503718,0.0696052755678424,2.50179918236212,0.0147157408297278,0.13832511140928,0.0747684432030258,1.85004669729009,0.0685607767773508,-0.194596813039288,0.119819383749945,-1.62408457587629,0.108887812037087,-0.199749587017609,0.159295554474116,-1.25395581613715,0.214062136796101,-0.1553090678792,0.107385207164238,-1.44627991117684,0.152596463589819,0.00485804382836143,0.0846518982337921,0.0573884807041711,0.954400520770002,0.194471431402774,0.0783000920040879,2.48366798078119,0.015420293995667,0.142252161354036,0.142018751895941,0.220307898772711,0.35138501700492,0.363716865266297,0.98752824990291,0.103197352124848
"63","k__813809219",0.367337002153861,0.114239614297892,3.2154958191297,0.00189964289279497,-0.0607446600224023,0.129356692227568,-0.469590393634512,0.639965605092808,-0.660034293632129,0.202349177960635,-3.26185804303358,0.00164658311025512,-0.403024586536473,0.17367492459633,-2.32056865706559,0.0229405829813467,0.0909500162039588,0.154873811162955,0.587252392906267,0.558740401442821,0.0255303997890222,0.161388516627999,0.158192170808967,0.874716640272327,-0.0883947109472849,0.161067897593434,-0.548804027792116,0.584716834765265,0.055089643891054,0.75239199517668,0.00596886377467483,0.0570237348393475,0.725528580977991,0.939510465477685,0.770763100372394
"64","k__813809487",0.0553126899709001,0.111890442316141,0.494346870259185,0.622557129127169,-0.0709128879971253,0.138809393198525,-0.510865196966217,0.610998963495806,-0.0673516098520993,0.167344313873979,-0.402473249869842,0.688521030812629,0.0812366462569078,0.16286114146392,0.498809264915442,0.619425173220827,0.131317503458875,0.160678297021931,0.817269699099135,0.41645429581333,0.0753937563604101,0.174141559704175,0.432945222774426,0.666340957667504,0.52333559069034,0.153592678647412,3.40729516080458,0.00107427290907693,0.796506915206819,0.738290414224098,0.767965765137163,0.7169515740738,0.632941227501746,0.801675700126141,0.0233654357724232
"65","k__813809111",-0.205030072253169,0.112185224201525,-1.82760317780229,0.0716682682322324,0.777985181690021,0.154054717979439,5.05005748537903,3.10893308938905e-06,1.07069561254874,0.168764361205488,6.34432296546936,1.63254656190937e-08,0.737316530245779,0.184822164301405,3.98932959708975,0.000155052729554875,-0.551956386218013,0.156608352105684,-3.52443773781322,0.000734363807520316,-0.351430096643989,0.150105296277672,-2.34122382993001,0.0219351254654216,-0.618293459364553,0.147209559738648,-4.20009040487761,7.39933413603731e-05,0.296911396962106,3.86395969681211e-05,4.73438502953718e-07,0.00103766057471339,0.0159724128135669,0.136311136820834,0.00321871034917623
"66","k__813809250",0.317077236085358,0.15382810582565,2.06124384346731,0.0422311010706077,0.0477012952230164,0.182988008151523,0.260679897578411,0.794948468749934,0.00406235127273868,0.238747017473704,0.0170152964243255,0.986462935567723,0.0685807167004246,0.21794189109164,0.314674321475846,0.753753901224594,0.115034015441199,0.204787021476266,0.561725125996477,0.57573132944771,-0.159892535292612,0.236868416680419,-0.675026825160647,0.501428668176204,0.0849920770836333,0.211357893102626,0.402123979549536,0.688567935063607,0.222761346632113,0.860890356303522,0.99793343481851,0.809587523537527,0.725922111042765,0.73939481578525,0.832019588201858
"67","k__81380937",-0.246371992219348,0.153236734220009,-1.60778675866075,0.111741947393,0.746691622240469,0.185110365810342,4.03376450028469,0.000122846993661353,0.215401332795914,0.236381714888333,0.911243633618911,0.364849318556666,-0.182065355247461,0.249541557958689,-0.729599337027467,0.467722927038781,-0.3989303063358,0.219453142982662,-1.81783819959834,0.072756453506324,0.133184539594307,0.207337842640528,0.64235519140235,0.522442035811535,-0.354702855148835,0.218033957262892,-1.62682391129174,0.107627641208364,0.335225842179,0.000890640704044806,0.519568922679628,0.640341655856433,0.210993715168339,0.757540951926726,0.313067738471336
"68","k__813809276",-0.113627983660676,0.167050109563839,-0.680202987937891,0.498530738951869,-0.425128245434653,0.262412955193676,-1.62007338822462,0.109535174153415,0.292751335190404,0.225224021784581,1.29982287355835,0.197757264472439,0.185865144678958,0.229924689471187,0.808374016320027,0.421505822934322,0.300590512987257,0.222343246632498,1.35192103893351,0.180580718405361,0.179709695152114,0.240952702096805,0.745829756579837,0.458168771822444,0.283273373942993,0.218815950043186,1.29457369943593,0.19955340829003,0.711634349776448,0.196226093983582,0.333551731174665,0.621542484665864,0.400670704936029,0.711797913367012,0.445157603108529
"69","k__813809171",-0.189077972112218,0.0818322411869601,-2.31055595410416,0.0239006145510932,0.0180541143932046,0.0890193711344441,0.202811075422425,0.839888907115958,-0.597901127208903,0.140377222158569,-4.25924603732021,6.4580753151583e-05,-1.07082354272715,0.16737443200873,-6.39777252639934,1.6997933114916e-08,-0.25561585291631,0.11265286530484,-2.26905771304272,0.0264450828994159,-0.322884632088336,0.114425778331942,-2.82178226615744,0.00625736466009522,-0.160050986227423,0.108949634257878,-1.46903647100448,0.146438652132654,0.173279455495426,0.880365480952871,0.00062456629074842,2.46470030166282e-07,0.128394653016635,0.0682637935369298,0.364004649586882
"70","k__813809153",0.161307378674293,0.13766255307728,1.17175931339687,0.245086231976252,0.287451397427428,0.171992476225393,1.67130216237324,0.0989239883032434,0.256857524313686,0.200051370064154,1.28395783658625,0.203198181060428,0.290413333458993,0.206297425395659,1.40774094927267,0.163432285817685,0.153711232505803,0.196849451896243,0.780856797035041,0.437399915526906,-0.00894830917473759,0.202227808188557,-0.0442486582576921,0.964826451054567,0.0282895539170694,0.199944849169231,0.141486785154068,0.887873321880529,0.513681633961467,0.183114616646429,0.333551731174665,0.290175691145685,0.644979536454929,0.98752824990291,0.953641716093902
"71","k__813809272",0.114413098334826,0.13482001565219,0.848635848181403,0.399104375826833,-0.832781845949119,0.203637827086978,-4.08952431806013,0.000118159160903996,0.178889965690719,0.17478236822786,1.02350121184709,0.309750485776547,0.308071293309677,0.175675961968911,1.753633734843,0.0840643985233352,0.275061285655714,0.191091246527291,1.43942378656487,0.15468418407877,0.380991320712895,0.186817893279812,2.03937274970901,0.0453578943608981,0.183878694517219,0.197331251101111,0.931827541208869,0.354769781028591,0.675013070360885,0.000890640704044806,0.472777057237887,0.166218242534777,0.363716865266297,0.197306840469907,0.582357942443158
"72","k__813809493",-0.185582788110299,0.148592028902879,-1.24894174661009,0.215904651547271,-0.299572798960592,0.247439108806032,-1.21069300809448,0.23014151741099,1.3300793023274,0.197959088445407,6.71896053256585,4.27174188066938e-09,0.277003722063931,0.230391944991885,1.20231513334239,0.233349016049039,0.177568511591628,0.195050101902696,0.910373846819167,0.365792932443692,-0.282858173005792,0.215472763558033,-1.31273284073145,0.193620095142961,-0.0366644932364401,0.195825286750666,-0.187230637293145,0.852028956571348,0.481633453451604,0.351268631837826,1.85820771809118e-07,0.375951192523451,0.611999713896177,0.48049208525265,0.938310369895029
"73","k__813809262",0.0429891521810224,0.18676092715857,0.230182794844032,0.818571889096003,0.0402119959107608,0.425821351741205,0.0944339586221592,0.925014465944729,1.56773744876425,0.338141398446472,4.63633691694343,1.45593945645974e-05,1.37597211334998,0.343059218699702,4.01088802850227,0.000140931090155061,0.685757133563651,0.390296382668038,1.7570163701643,0.0829667120960686,0.444219731916881,0.387805335808163,1.14547091259369,0.255629908498826,0.185647337062057,0.434821102686503,0.426951074625981,0.670629307603874,0.924856579364612,0.946779512202252,0.000180952475302853,0.00102175040362419,0.232842062979289,0.52004509573239,0.821757038894887
"74","k__813809110",-0.145068724593946,0.182074421617295,-0.796755103244914,0.427833164549836,0.290150997777314,0.239076814002412,1.21363085328043,0.228280557242786,0.56410669273555,0.244327269580884,2.30881593243035,0.0234031165756135,0.0746225971716676,0.274939432257376,0.271414676894407,0.786736139451097,0.234100070324124,0.25608355312479,0.914155038336441,0.363244586712706,0.148418223903974,0.246087435629533,0.603111749790454,0.548054754564148,-0.183640868695539,0.266791725452803,-0.6883304509683,0.493135953859936,0.680943474553,0.351268631837826,0.0598844453552464,0.814833858717208,0.611999713896177,0.760418359998614,0.682655914341571
"75","k__8138092",-0.150365710160807,0.116795034072285,-1.28743239261135,0.202311510869929,-0.132751469345746,0.198696098762957,-0.668113114309901,0.506324526978388,0.0741685614351821,0.194252603419442,0.381815018844473,0.703790030833609,1.26118544247299,0.152818383834227,8.25283850561519,7.65126381461151e-12,-0.131233650646081,0.158630498594617,-0.827291421313948,0.410967839862931,-0.231074273691539,0.150313658720809,-1.53728061480251,0.128868431341852,-0.385965683222224,0.161164114882643,-2.39486118546474,0.0193896041956699,0.468150244729421,0.64779755657529,0.775059907373721,6.65659951871201e-10,0.632941227501746,0.379770133275727,0.112459704334885
"76","k__813809119",0.23923601548217,0.16897145761545,1.41583684521814,0.160685106953665,-0.282329337563126,0.192696395421572,-1.46515110957555,0.146778929474431,-1.25137652464464,0.304438058821723,-4.11044706265662,9.45643637286302e-05,-0.876622038607214,0.25885924947864,-3.38648141943079,0.00109772350745158,0.386127064758026,0.239195949182296,1.61427091921089,0.110386258530705,0.218966060104597,0.245049829445616,0.893557284246923,0.374225410873586,0.284321911163107,0.243025624293605,1.16992564874398,0.245486864896283,0.465986810165629,0.245572439697605,0.000747918149490075,0.00561776147931102,0.291018317944585,0.651621763505615,0.464290374912534
"77","k__813809154",0.114834470370135,0.0850001126450704,1.35099197867704,0.1806561632283,0.255853003206504,0.102167024316697,2.50426206418042,0.0143860729418813,0.111389994521288,0.1306141005444,0.852817529325044,0.396406572695383,-0.0799317222868692,0.129938993916864,-0.615148077397074,0.540271472628608,0.0903397243393934,0.127739663388798,0.70721749175453,0.481567136330897,0.24643329457988,0.117076690866687,2.10488776848407,0.0385641564436715,0.26105562199295,0.120148911984092,2.17276725758044,0.032874963584576,0.468150244729421,0.0403738176110863,0.523386661169335,0.652828029426235,0.663337954405059,0.183445886287435,0.158895657325451
"78","k__8138090",-0.041085901101956,0.162389414285236,-0.253008493705069,0.800858252573729,0.0602562562900072,0.227385431982013,0.264996115911126,0.79163901771805,0.372603405213172,0.257764229755827,1.44552021654102,0.151902851080224,1.54996049507947,0.216815810656988,7.14874293707101,2.55909268897362e-10,-0.557363212789352,0.227773528792925,-2.44700609303931,0.0164149491948342,-0.250278363924653,0.21936589168359,-1.14091740518007,0.257033782948193,-0.290231534984202,0.2275270055393,-1.27559159096862,0.205493864044423,0.924856579364612,0.860890356303522,0.275323917582906,4.4528212788141e-09,0.128394653016635,0.52004509573239,0.446949154296619
"79","k__8138091135",0.162974698691256,0.141428957357337,1.15234320988085,0.252607162768894,0.411266901508965,0.159096889641204,2.58500906231704,0.0115510726791584,-0.445430096608964,0.273655547135427,-1.62770351732914,0.107514679742693,0.0706290217095142,0.217509036063971,0.324717643862582,0.746241196755409,0.504684973714664,0.205165207699449,2.45989551237161,0.0160501060261811,0.466196387429001,0.211439016485797,2.20487398767444,0.0303306723336867,0.166173229252868,0.205080613263055,0.81028248652504,0.42017832607363,0.513681633961467,0.03500802558743,0.220307898772711,0.809587523537527,0.128394653016635,0.175917899535383,0.644253279628491
"80","k__813809233",0.347204942285496,0.129557051357704,2.67993859575326,0.00900006936973014,-0.044266396945695,0.133427654097245,-0.331763285843523,0.740968466726671,-1.28027050307934,0.323977481207053,-3.9517268246836,0.000170660383286469,-0.624970971041487,0.208307661016023,-3.00023037075633,0.0036326846402149,0.126865420438356,0.166493803275694,0.761982836251761,0.448395714959357,-0.0991462481220276,0.17575260866343,-0.56412390618847,0.574307729889465,-0.116437610972176,0.169562828037385,-0.68669302299266,0.494337041419758,0.140632804808966,0.826464828272056,0.000989830223061523,0.0121555216807191,0.650173786691068,0.768688807698207,0.682655914341571
"81","k__813809277",0.0114373128953719,0.12946392906885,0.088343625731376,0.929847513671969,0.515586740114209,0.162393858272903,3.17491526833339,0.0022019951234572,0.50097607545119,0.180108366746799,2.78152583636203,0.00689335975313709,0.136915153826449,0.215219889454244,0.636164037504336,0.526675865272346,-0.45264965960055,0.184087063443723,-2.45888902312208,0.016328282984699,-0.257599244083133,0.167200523086788,-1.54066051545438,0.127759692059914,-0.418808754418343,0.182414844407245,-2.29591377707914,0.0245787984217517,0.929847513671969,0.0106429764300431,0.021418653518676,0.649123474378699,0.128394653016635,0.379770133275727,0.133647216418275
